labelIndex,modelLabel,scientificName,taxonClass
543,Gymnoris xanthocollis,Gymnoris xanthocollis,Aves
544,Gyps fulvus,Gyps fulvus,Aves
545,Haematopus ostralegus,Haematopus ostralegus,Aves
546,Haematopus palliatus,Haematopus palliatus,Aves
547,Haemorhous mexicanus,Haemorhous mexicanus,Aves
548,Haemorhous purpureus,Haemorhous purpureus,Aves
549,Halcyon smyrnensis,Halcyon smyrnensis,Aves
550,Haliaeetus albicilla,Haliaeetus albicilla,Aves
551,Haliaeetus leucocephalus,Haliaeetus leucocephalus,Aves
552,Haliaeetus leucoryphus,Haliaeetus leucoryphus,Aves
553,Haliaeetus pelagicus,Haliaeetus pelagicus,Aves
554,Halichoerus grypus,Halichoerus grypus,Mammalia
555,Hapithus saltator,Hapithus saltator,Insecta
556,Helmitheros vermivorum,Helmitheros vermivorum,Aves
557,Hieraaetus pennatus,Hieraaetus pennatus,Aves
558,Himantopus himantopus,Himantopus himantopus,Aves
559,Himantopus mexicanus,Himantopus mexicanus,Aves
560,Hippolais icterina,Hippolais icterina,Aves
561,Hippolais languida,Hippolais languida,Aves
562,Hippolais olivetorum,Hippolais olivetorum,Aves
563,Hippolais polyglotta,Hippolais polyglotta,Aves
564,Hirundo rustica,Hirundo rustica,Aves
565,Histrionicus histrionicus,Histrionicus histrionicus,Aves
566,Homo sapiens,Homo sapiens,Mammalia
567,Hydrobates castro,Hydrobates castro,Aves
568,Hydrobates leucorhous,Hydrobates leucorhous,Aves
569,Hydrobates pelagicus,Hydrobates pelagicus,Aves
570,Hydrocoloeus minutus,Hydrocoloeus minutus,Aves
571,Hydroprogne caspia,Hydroprogne caspia,Aves
572,Hyla arborea,Hyla arborea,Amphibia
573,Hyla intermedia,Hyla intermedia,Amphibia
574,Hyla meridionalis,Hyla meridionalis,Amphibia
575,Hyla orientalis,Hyla orientalis,Amphibia
576,Hyla sarda,Hyla sarda,Amphibia
577,Hylocichla mustelina,Hylocichla mustelina,Aves
578,Ichthyaetus audouinii,Ichthyaetus audouinii,Aves
579,Ichthyaetus ichthyaetus,Ichthyaetus ichthyaetus,Aves
580,Ichthyaetus melanocephalus,Ichthyaetus melanocephalus,Aves
581,Icteria virens,Icteria virens,Aves
582,Icterus bullockii,Icterus bullockii,Aves
583,Icterus galbula,Icterus galbula,Aves
584,Icterus spurius,Icterus spurius,Aves
585,Ictinia mississippiensis,Ictinia mississippiensis,Aves
586,Iduna caligata,Iduna caligata,Aves
587,Iduna opaca,Iduna opaca,Aves
588,Iduna pallida,Iduna pallida,Aves
589,Iduna rama,Iduna rama,Aves
590,Irania gutturalis,Irania gutturalis,Aves
591,Isophya modestior,Isophya modestior,Insecta
592,Botaurus exilis,Botaurus exilis,Aves
593,Botaurus minutus,Botaurus minutus,Aves
594,Ixoreus naevius,Ixoreus naevius,Aves
595,Junco hyemalis,Junco hyemalis,Aves
596,Jynx torquilla,Jynx torquilla,Aves
597,Ketupa zeylonensis,Ketupa zeylonensis,Aves
598,Lagopus lagopus,Lagopus lagopus,Aves
599,Lagopus muta,Lagopus muta,Aves
600,Lanius borealis,Lanius borealis,Aves
601,Lanius collurio,Lanius collurio,Aves
602,Lanius cristatus,Lanius cristatus,Aves
603,Lanius excubitor,Lanius excubitor,Aves
604,Lanius isabellinus,Lanius isabellinus,Aves
605,Lanius ludovicianus,Lanius ludovicianus,Aves
606,Lanius meridionalis,Lanius meridionalis,Aves
607,Lanius minor,Lanius minor,Aves
608,Lanius nubicus,Lanius nubicus,Aves
609,Lanius phoenicuroides,Lanius phoenicuroides,Aves
610,Lanius senator,Lanius senator,Aves
611,Larus argentatus,Larus argentatus,Aves
612,Larus brachyrhynchus,Larus brachyrhynchus,Aves
613,Larus cachinnans,Larus cachinnans,Aves
614,Larus canus,Larus canus,Aves
615,Larus delawarensis,Larus delawarensis,Aves
616,Larus fuscus,Larus fuscus,Aves
617,Larus glaucescens,Larus glaucescens,Aves
618,Larus glaucoides,Larus glaucoides,Aves
619,Larus heermanni,Larus heermanni,Aves
620,Larus hyperboreus,Larus hyperboreus,Aves
621,Larus marinus,Larus marinus,Aves
622,Larus michahellis,Larus michahellis,Aves
623,Larus schistisagus,Larus schistisagus,Aves
624,Larus smithsonianus,Larus smithsonianus,Aves
625,Laterallus jamaicensis,Laterallus jamaicensis,Aves
626,Leiothlypis celata,Leiothlypis celata,Aves
627,Leiothlypis peregrina,Leiothlypis peregrina,Aves
628,Leiothlypis ruficapilla,Leiothlypis ruficapilla,Aves
629,Leiothlypis virginiae,Leiothlypis virginiae,Aves
630,Leiothrix lutea,Leiothrix lutea,Aves
631,Leptophyes laticauda,Leptophyes laticauda,Insecta
632,Leptophyes punctatissima,Leptophyes punctatissima,Insecta
633,Leucophaeus atricilla,Leucophaeus atricilla,Aves
634,Leucophaeus pipixcan,Leucophaeus pipixcan,Aves
635,Limnodromus griseus,Limnodromus griseus,Aves
636,Limnodromus scolopaceus,Limnodromus scolopaceus,Aves
637,Limnodynastes dumerilii,Limnodynastes dumerilii,Amphibia
638,Limnothlypis swainsonii,Limnothlypis swainsonii,Aves
639,Limosa fedoa,Limosa fedoa,Aves
640,Limosa haemastica,Limosa haemastica,Aves
641,Limosa lapponica,Limosa lapponica,Aves
642,Limosa limosa,Limosa limosa,Aves
643,Lithobates catesbeianus,Lithobates catesbeianus,Amphibia
644,Lithobates clamitans,Lithobates clamitans,Amphibia
645,Lithobates kauffeldi,Lithobates kauffeldi,Amphibia
646,Lithobates palustris,Lithobates palustris,Amphibia
647,Lithobates pipiens,Lithobates pipiens,Amphibia
648,Lithobates septentrionalis,Lithobates septentrionalis,Amphibia
649,Lithobates sphenocephalus,Lithobates sphenocephalus,Amphibia
650,Lithobates sylvaticus,Lithobates sylvaticus,Amphibia
651,Lithobates virgatipes,Lithobates virgatipes,Amphibia
652,Locustella fluviatilis,Locustella fluviatilis,Aves
653,Locustella lanceolata,Locustella lanceolata,Aves
654,Locustella luscinioides,Locustella luscinioides,Aves
655,Locustella naevia,Locustella naevia,Aves
656,Lonchura punctulata,Lonchura punctulata,Aves
657,Lontra canadensis,Lontra canadensis,Mammalia
658,Lophodytes cucullatus,Lophodytes cucullatus,Aves
659,Lophophanes cristatus,Lophophanes cristatus,Aves
660,Loxia curvirostra,Loxia curvirostra,Aves
661,Loxia leucoptera,Loxia leucoptera,Aves
662,Loxia pytyopsittacus,Loxia pytyopsittacus,Aves
663,Loxia scotica,Loxia scotica,Aves
664,Lullula arborea,Lullula arborea,Aves
665,Luscinia luscinia,Luscinia luscinia,Aves
666,Luscinia megarhynchos,Luscinia megarhynchos,Aves
667,Luscinia svecica,Luscinia svecica,Aves
668,Lutra lutra,Lutra lutra,Mammalia
669,Lymnocryptes minimus,Lymnocryptes minimus,Aves
670,Lynx lynx,Lynx lynx,Mammalia
671,Lynx rufus,Lynx rufus,Mammalia
672,Lyristes plebejus,Lyristes plebejus,Insecta
673,Lyrurus tetrix,Lyrurus tetrix,Aves
674,Magicicada cassini,Magicicada cassini,Insecta
675,Magicicada septendecim,Magicicada septendecim,Insecta
676,Magicicada septendecula,Magicicada septendecula,Insecta
677,Magicicada tredecim,Magicicada tredecim,Insecta
678,Mareca americana,Mareca americana,Aves
679,Marmota marmota,Marmota marmota,Mammalia
680,Marmota monax,Marmota monax,Mammalia
681,Martes foina,Martes foina,Mammalia
682,Megaceryle alcyon,Megaceryle alcyon,Aves
683,Megaptera novaeangliae,Megaptera novaeangliae,Mammalia
684,Megascops asio,Megascops asio,Aves
685,Melanerpes carolinus,Melanerpes carolinus,Aves
686,Melanerpes erythrocephalus,Melanerpes erythrocephalus,Aves
687,Melanitta americana,Melanitta americana,Aves
688,Melanitta fusca,Melanitta fusca,Aves
689,Melanitta nigra,Melanitta nigra,Aves
690,Melanitta perspicillata,Melanitta perspicillata,Aves
691,Melanocorypha bimaculata,Melanocorypha bimaculata,Aves
692,Melanocorypha calandra,Melanocorypha calandra,Aves
693,Melanogryllus desertus,Melanogryllus desertus,Insecta
694,Meleagris gallopavo,Meleagris gallopavo,Aves
695,Melopsittacus undulatus,Melopsittacus undulatus,Aves
696,Melospiza georgiana,Melospiza georgiana,Aves
697,Melospiza lincolnii,Melospiza lincolnii,Aves
698,Melospiza melodia,Melospiza melodia,Aves
699,Menelikornis leucotis,Menelikornis leucotis,Aves
700,Mergus merganser,Mergus merganser,Aves
701,Mergus serrator,Mergus serrator,Aves
702,Merops apiaster,Merops apiaster,Aves
703,Merops nubicus,Merops nubicus,Aves
704,Merops persicus,Merops persicus,Aves
705,Metrioptera brachyptera,Metrioptera brachyptera,Insecta
706,Microcentrum retinerve,Microcentrum retinerve,Insecta
707,Microcentrum rhombifolium,Microcentrum rhombifolium,Insecta
708,Brachypodius melanocephalos,Brachypodius melanocephalos,Aves
709,Milvus migrans,Milvus migrans,Aves
710,Milvus milvus,Milvus milvus,Aves
711,Mimus polyglottos,Mimus polyglottos,Aves
712,Mniotilta varia,Mniotilta varia,Aves
713,Molothrus ater,Molothrus ater,Aves
714,Monticola saxatilis,Monticola saxatilis,Aves
715,Monticola solitarius,Monticola solitarius,Aves
716,Montifringilla nivalis,Montifringilla nivalis,Aves
717,Morus bassanus,Morus bassanus,Aves
718,Motacilla alba,Motacilla alba,Aves
719,Motacilla cinerea,Motacilla cinerea,Aves
720,Motacilla citreola,Motacilla citreola,Aves
721,Motacilla flava,Motacilla flava,Aves
722,Motacilla tschutschensis,Motacilla tschutschensis,Aves
723,Muntiacus reevesi,Muntiacus reevesi,Mammalia
724,Muscicapa striata,Muscicapa striata,Aves
725,Muscicapa tyrrhenica,Muscicapa tyrrhenica,Aves
726,Myadestes townsendi,Myadestes townsendi,Aves
727,Mycteria americana,Mycteria americana,Aves
728,Myiarchus cinerascens,Myiarchus cinerascens,Aves
729,Myiarchus crinitus,Myiarchus crinitus,Aves
730,Myioborus pictus,Myioborus pictus,Aves
731,Myiopsitta monachus,Myiopsitta monachus,Aves
732,Myocastor coypus,Myocastor coypus,Mammalia
733,Myotis dasycneme,Myotis dasycneme,Mammalia
734,Myotis nattereri,Myotis nattereri,Mammalia
735,Myrmeleotettix maculatus,Myrmeleotettix maculatus,Insecta
736,Nannopterum auritum,Nannopterum auritum,Aves
737,Nannopterum brasilianum,Nannopterum brasilianum,Aves
738,Nemobius sylvestris,Nemobius sylvestris,Insecta
739,Neocicada hieroglyphica,Neocicada hieroglyphica,Insecta
740,Neoconocephalus ensiger,Neoconocephalus ensiger,Insecta
741,Neoconocephalus exiliscanorus,Neoconocephalus exiliscanorus,Insecta
742,Neoconocephalus nebrascensis,Neoconocephalus nebrascensis,Insecta
743,Neoconocephalus retusus,Neoconocephalus retusus,Insecta
744,Neoconocephalus robustus,Neoconocephalus robustus,Insecta
745,Neoconocephalus triops,Neoconocephalus triops,Insecta
746,Neocurtilla hexadactyla,Neocurtilla hexadactyla,Insecta
747,Neotibicen canicularis,Neotibicen canicularis,Insecta
748,Tibicen davisi,Tibicen davisi,Insecta
749,Neotibicen latifasciatus,Neotibicen latifasciatus,Insecta
750,Neotibicen linnei,Neotibicen linnei,Insecta
751,Neotibicen lyricen,Neotibicen lyricen,Insecta
752,Tibicen pruinosa,Tibicen pruinosa,Insecta
753,Neotibicen robinsonianus,Neotibicen robinsonianus,Insecta
754,Tibicen chloromera,Tibicen chloromera,Insecta
755,Neotibicen winnemanna,Neotibicen winnemanna,Insecta
756,Neoxabea bipunctata,Neoxabea bipunctata,Insecta
757,Netta rufina,Netta rufina,Aves
758,Nucifraga caryocatactes,Nucifraga caryocatactes,Aves
759,Numenius americanus,Numenius americanus,Aves
760,Numenius arquata,Numenius arquata,Aves
761,Numenius hudsonicus,Numenius hudsonicus,Aves
762,Numenius phaeopus,Numenius phaeopus,Aves
763,Numida meleagris,Numida meleagris,Aves
764,Nyctanassa violacea,Nyctanassa violacea,Aves
765,Nycticorax nycticorax,Nycticorax nycticorax,Aves
766,Nymphicus hollandicus,Nymphicus hollandicus,Aves
767,Oceanites oceanicus,Oceanites oceanicus,Aves
768,Odocoileus virginianus,Odocoileus virginianus,Mammalia
769,Odontotaenius disjunctus,Odontotaenius disjunctus,Insecta
770,Oecanthus celerinictus,Oecanthus celerinictus,Insecta
771,Oecanthus dulcisonans,Oecanthus dulcisonans,Insecta
772,Oecanthus exclamationis,Oecanthus exclamationis,Insecta
773,Oecanthus fultoni,Oecanthus fultoni,Insecta
774,Oecanthus latipennis,Oecanthus latipennis,Insecta
775,Oecanthus nigricornis,Oecanthus nigricornis,Insecta
776,Oecanthus niveus,Oecanthus niveus,Insecta
777,Oecanthus pellucens,Oecanthus pellucens,Insecta
778,Oecanthus pini,Oecanthus pini,Insecta
779,Oecanthus quadripunctatus,Oecanthus quadripunctatus,Insecta
780,Oenanthe chrysopygia,Oenanthe chrysopygia,Aves
781,Oenanthe cypriaca,Oenanthe cypriaca,Aves
782,Oenanthe deserti,Oenanthe deserti,Aves
783,Oenanthe finschii,Oenanthe finschii,Aves
784,Oenanthe hispanica,Oenanthe hispanica,Aves
785,Oenanthe melanoleuca,Oenanthe melanoleuca,Aves
786,Oenanthe isabellina,Oenanthe isabellina,Aves
787,Oenanthe leucura,Oenanthe leucura,Aves
788,Oenanthe oenanthe,Oenanthe oenanthe,Aves
789,Oenanthe pleschanka,Oenanthe pleschanka,Aves
790,Okanagana noveboracensis,Okanagana noveboracensis,Insecta
791,Okanagana rimosa,Okanagana rimosa,Insecta
792,Omocestus haemorrhoidalis,Omocestus haemorrhoidalis,Insecta
793,Omocestus raymondi,Omocestus raymondi,Insecta
794,Omocestus rufipes,Omocestus rufipes,Insecta
795,Omocestus viridulus,Omocestus viridulus,Insecta
796,Onychoprion anaethetus,Onychoprion anaethetus,Aves
797,Onychoprion fuscatus,Onychoprion fuscatus,Aves
798,Oporornis agilis,Oporornis agilis,Aves
799,Orchelimum agile,Orchelimum agile,Insecta
800,Orchelimum erythrocephalum,Orchelimum erythrocephalum,Insecta
801,Orchelimum gladiator,Orchelimum gladiator,Insecta
802,Orchelimum minor,Orchelimum minor,Insecta
803,Orchelimum nigripes,Orchelimum nigripes,Insecta
804,Orchelimum pulchellum,Orchelimum pulchellum,Insecta
805,Orchelimum silvaticum,Orchelimum silvaticum,Insecta
806,Orchelimum vulgare,Orchelimum vulgare,Insecta
807,Oreoscoptes montanus,Oreoscoptes montanus,Aves
808,Oriolus oriolus,Oriolus oriolus,Aves
809,Orocharis saltator,Orocharis saltator,Insecta
810,Otus cyprius,Otus cyprius,Aves
811,Otus scops,Otus scops,Aves
812,Ovis aries,Ovis aries,Mammalia
813,Oxyura jamaicensis,Oxyura jamaicensis,Aves
814,Pagophilus groenlandicus,Pagophilus groenlandicus,Mammalia
815,Pandion haliaetus,Pandion haliaetus,Aves
816,Panurus biarmicus,Panurus biarmicus,Aves
817,Parabuteo unicinctus,Parabuteo unicinctus,Aves
818,Sinosuthora webbiana,Suthora webbiana,Aves
819,Suthora webbiana,Suthora webbiana,Aves
820,Parkesia motacilla,Parkesia motacilla,Aves
821,Parkesia noveboracensis,Parkesia noveboracensis,Aves
822,Parus major,Parus major,Aves
823,Passer domesticus,Passer domesticus,Aves
824,Passer hispaniolensis,Passer hispaniolensis,Aves
825,Passer italiae,Passer italiae,Aves
826,Passer luteus,Passer luteus,Aves
827,Passer moabiticus,Passer moabiticus,Aves
828,Passer montanus,Passer montanus,Aves
829,Passerculus sandwichensis,Passerculus sandwichensis,Aves
830,Passerella iliaca,Passerella iliaca,Aves
831,Passerina amoena,Passerina amoena,Aves
832,Passerina caerulea,Passerina caerulea,Aves
833,Passerina ciris,Passerina ciris,Aves
834,Passerina cyanea,Passerina cyanea,Aves
835,Pastor roseus,Pastor roseus,Aves
836,Pavo cristatus,Pavo cristatus,Aves
837,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Aves
838,Pelecanus occidentalis,Pelecanus occidentalis,Aves
839,Pelecanus onocrotalus,Pelecanus onocrotalus,Aves
840,Pelobates fuscus,Pelobates fuscus,Amphibia
841,Pelodytes punctatus,Pelodytes punctatus,Amphibia
842,Pelophylax lessonae,Pelophylax lessonae,Amphibia
843,Pelophylax perezi,Pelophylax perezi,Amphibia
844,Pelophylax ridibundus,Pelophylax ridibundus,Amphibia
845,Perdix perdix,Perdix perdix,Aves
846,Periparus ater,Periparus ater,Aves
847,Perisoreus canadensis,Perisoreus canadensis,Aves
848,Perisoreus infaustus,Perisoreus infaustus,Aves
849,Pernis apivorus,Pernis apivorus,Aves
850,Petrochelidon fulva,Petrochelidon fulva,Aves
851,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,Aves
852,Petronia petronia,Petronia petronia,Aves
853,Peucaea cassinii,Peucaea cassinii,Aves
854,Phaethon aethereus,Phaethon aethereus,Aves
855,Phalacrocorax carbo,Phalacrocorax carbo,Aves
856,Phalaropus fulicarius,Phalaropus fulicarius,Aves
857,Phalaropus lobatus,Phalaropus lobatus,Aves
858,Phalaropus tricolor,Phalaropus tricolor,Aves
859,Phasianus colchicus,Phasianus colchicus,Aves
860,Pheucticus ludovicianus,Pheucticus ludovicianus,Aves
861,Pheucticus melanocephalus,Pheucticus melanocephalus,Aves
862,Phoeniconaias minor,Phoeniconaias minor,Aves
863,Phoenicopterus chilensis,Phoenicopterus chilensis,Aves
864,Phoenicopterus roseus,Phoenicopterus roseus,Aves
865,Phoenicopterus ruber,Phoenicopterus ruber,Aves
866,Phoenicurus erythrogastrus,Phoenicurus erythrogastrus,Aves
867,Phoenicurus ochruros,Phoenicurus ochruros,Aves
868,Phoenicurus phoenicurus,Phoenicurus phoenicurus,Aves
869,Pholidoptera aptera,Pholidoptera aptera,Insecta
870,Pholidoptera fallax,Pholidoptera fallax,Insecta
871,Pholidoptera littoralis,Pholidoptera littoralis,Insecta
872,Phyllopalpus pulchellus,Phyllopalpus pulchellus,Insecta
873,Phylloscopus bonelli,Phylloscopus bonelli,Aves
874,Phylloscopus borealis,Phylloscopus borealis,Aves
875,Phylloscopus canariensis,Phylloscopus canariensis,Aves
876,Phylloscopus collybita,Phylloscopus collybita,Aves
877,Phylloscopus coronatus,Phylloscopus coronatus,Aves
878,Phylloscopus fuscatus,Phylloscopus fuscatus,Aves
879,Phylloscopus griseolus,Phylloscopus griseolus,Aves
880,Phylloscopus humei,Phylloscopus humei,Aves
881,Phylloscopus ibericus,Phylloscopus ibericus,Aves
882,Phylloscopus inornatus,Phylloscopus inornatus,Aves
883,Phylloscopus nitidus,Phylloscopus nitidus,Aves
884,Phylloscopus orientalis,Phylloscopus orientalis,Aves
885,Phylloscopus plumbeitarsus,Phylloscopus plumbeitarsus,Aves
886,Phylloscopus proregulus,Phylloscopus proregulus,Aves
887,Phylloscopus schwarzi,Phylloscopus schwarzi,Aves
888,Phylloscopus sibilatrix,Phylloscopus sibilatrix,Aves
889,Phylloscopus sindianus,Phylloscopus sindianus,Aves
890,Phylloscopus tenellipes,Phylloscopus tenellipes,Aves
891,Phylloscopus trochiloides,Phylloscopus trochiloides,Aves
892,Phylloscopus trochilus,Phylloscopus trochilus,Aves
893,Pica hudsonia,Pica hudsonia,Aves
894,Pica pica,Pica pica,Aves
895,Picoides arcticus,Picoides arcticus,Aves
896,Picoides dorsalis,Picoides dorsalis,Aves
897,Picoides tridactylus,Picoides tridactylus,Aves
898,Picus canus,Picus canus,Aves
899,Picus sharpei,Picus sharpei,Aves
900,Picus viridis,Picus viridis,Aves
901,Pinicola enucleator,Pinicola enucleator,Aves
902,Pionus maximiliani,Pionus maximiliani,Aves
903,Pipilo chlorurus,Pipilo chlorurus,Aves
904,Pipilo erythrophthalmus,Pipilo erythrophthalmus,Aves
905,Pipilo maculatus,Pipilo maculatus,Aves
906,Piranga flava,Piranga flava,Aves
907,Piranga ludoviciana,Piranga ludoviciana,Aves
908,Piranga olivacea,Piranga olivacea,Aves
909,Piranga rubra,Piranga rubra,Aves
910,Platalea ajaja,Platalea ajaja,Aves
911,Platalea leucorodia,Platalea leucorodia,Aves
912,Platycercus elegans,Platycercus elegans,Aves
913,Platycercus eximius,Platycercus eximius,Aves
914,Platycleis affinis,Platycleis affinis,Insecta
915,Platycleis albopunctata,Platycleis albopunctata,Insecta
916,Platycleis grisea,Platycleis grisea,Insecta
917,Plectrophenax nivalis,Plectrophenax nivalis,Aves
918,Plegadis chihi,Plegadis chihi,Aves
919,Plegadis falcinellus,Plegadis falcinellus,Aves
920,Ploceus melanocephalus,Ploceus melanocephalus,Aves
921,Pluvialis apricaria,Pluvialis apricaria,Aves
922,Pluvialis dominica,Pluvialis dominica,Aves
923,Pluvialis fulva,Pluvialis fulva,Aves
924,Pluvialis squatarola,Pluvialis squatarola,Aves
925,Podiceps auritus,Podiceps auritus,Aves
926,Podiceps cristatus,Podiceps cristatus,Aves
927,Podiceps grisegena,Podiceps grisegena,Aves
928,Podiceps nigricollis,Podiceps nigricollis,Aves
929,Podilymbus podiceps,Podilymbus podiceps,Aves
930,Poecile atricapillus,Poecile atricapillus,Aves
931,Poecile carolinensis,Poecile carolinensis,Aves
932,Poecile cinctus,Poecile cinctus,Aves
933,Poecile hudsonicus,Poecile hudsonicus,Aves
934,Poecile hyrcanus,Poecile hyrcanus,Aves
935,Poecile lugubris,Poecile lugubris,Aves
936,Poecile montanus,Poecile montanus,Aves
937,Poecile palustris,Poecile palustris,Aves
938,Poecilimon affinis,Poecilimon affinis,Insecta
939,Poecilimon ornatus,Poecilimon ornatus,Insecta
940,Poicephalus senegalus,Poicephalus senegalus,Aves
941,Polioptila caerulea,Polioptila caerulea,Aves
942,Polyphylla fullo,Polyphylla fullo,Insecta
943,Polysarcus denticauda,Polysarcus denticauda,Insecta
944,Pooecetes gramineus,Pooecetes gramineus,Aves
945,Porphyrio poliocephalus,Porphyrio poliocephalus,Aves
946,Porphyrio porphyrio,Porphyrio porphyrio,Aves
947,Porphyrio martinica,Porphyrio martinica,Aves
948,Porzana carolina,Porzana carolina,Aves
949,Zapornia parva,Zapornia parva,Aves
950,Porzana porzana,Porzana porzana,Aves
951,Zapornia pusilla,Zapornia pusilla,Aves
952,Prinia gracilis,Prinia gracilis,Aves
953,Procyon lotor,Procyon lotor,Mammalia
954,Progne chalybea,Progne chalybea,Aves
955,Progne subis,Progne subis,Aves
956,Protonotaria citrea,Protonotaria citrea,Aves
957,Prunella atrogularis,Prunella atrogularis,Aves
958,Prunella collaris,Prunella collaris,Aves
959,Prunella modularis,Prunella modularis,Aves
960,Prunella montanella,Prunella montanella,Aves
961,Prunella ocularis,Prunella ocularis,Aves
962,Pseudacris brachyphona,Pseudacris brachyphona,Amphibia
963,Pseudacris crucifer,Pseudacris crucifer,Amphibia
964,Pseudacris feriarum,Pseudacris feriarum,Amphibia
965,Pseudacris kalmi,Pseudacris kalmi,Amphibia
966,Pseudacris maculata,Pseudacris maculata,Amphibia
967,Pseudacris triseriata,Pseudacris triseriata,Amphibia
968,Pseudochorthippus montanus,Pseudochorthippus montanus,Insecta
969,Psittacula cyanocephala,Psittacula cyanocephala,Aves
970,Psittacula eupatria,Psittacula eupatria,Aves
971,Psittacula krameri,Psittacula krameri,Aves
972,Psophus stridulus,Psophus stridulus,Insecta
973,Pterocles alchata,Pterocles alchata,Aves
974,Pterocles orientalis,Pterocles orientalis,Aves
975,Pterodroma madeira,Pterodroma madeira,Aves
976,Pteronemobius heydenii,Pteronemobius heydenii,Insecta
977,Pterophylla camellifolia,Pterophylla camellifolia,Insecta
978,Ptyonoprogne rupestris,Ptyonoprogne rupestris,Aves
979,Puffinus baroli,Puffinus baroli,Aves
980,Puffinus puffinus,Puffinus puffinus,Aves
981,Pycnonotus barbatus,Pycnonotus barbatus,Aves
982,Pycnonotus cafer,Pycnonotus cafer,Aves
983,Pycnonotus jocosus,Pycnonotus jocosus,Aves
984,Pycnonotus xanthopygos,Pycnonotus xanthopygos,Aves
985,Pyrrhocorax graculus,Pyrrhocorax graculus,Aves
986,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax,Aves
987,Pyrrhula murina,Pyrrhula murina,Aves
988,Pyrrhula pyrrhula,Pyrrhula pyrrhula,Aves
989,Quelea quelea,Quelea quelea,Aves
990,Quiscalus major,Quiscalus major,Aves
991,Quiscalus mexicanus,Quiscalus mexicanus,Aves
992,Quiscalus quiscula,Quiscalus quiscula,Aves
993,Radjah radjah,Radjah radjah,Aves
994,Rallus aquaticus,Rallus aquaticus,Aves
995,Rallus crepitans,Rallus crepitans,Aves
996,Rallus elegans,Rallus elegans,Aves
997,Rallus limicola,Rallus limicola,Aves
998,Rana arvalis,Rana arvalis,Amphibia
999,Rana dalmatina,Rana dalmatina,Amphibia
1000,Rana temporaria,Rana temporaria,Amphibia
1001,Recurvirostra americana,Recurvirostra americana,Aves
1002,Recurvirostra avosetta,Recurvirostra avosetta,Aves
1003,Regulus ignicapilla,Regulus ignicapilla,Aves
1004,Regulus madeirensis,Regulus madeirensis,Aves
1005,Regulus regulus,Regulus regulus,Aves
1006,Regulus satrapa,Regulus satrapa,Aves
1007,Remiz pendulinus,Remiz pendulinus,Aves
1008,Rhea americana,Rhea americana,Aves
1009,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Mammalia
1010,Rhodospiza obsoleta,Rhodospiza obsoleta,Aves
1011,Rhodostethia rosea,Rhodostethia rosea,Aves
1012,Riparia riparia,Riparia riparia,Aves
1013,Rissa tridactyla,Rissa tridactyla,Aves
1014,Ruspolia nitidula,Ruspolia nitidula,Insecta
1015,Rynchops niger,Rynchops niger,Aves
1016,Salpinctes obsoletus,Salpinctes obsoletus,Aves
1017,Saxicola caprata,Saxicola caprata,Aves
1018,Saxicola maurus,Saxicola maurus,Aves
1019,Saxicola rubetra,Saxicola rubetra,Aves
1020,Saxicola rubicola,Saxicola rubicola,Aves
1021,Saxicola stejnegeri,Saxicola stejnegeri,Aves
1022,Sayornis nigricans,Sayornis nigricans,Aves
1023,Sayornis phoebe,Sayornis phoebe,Aves
1024,Sayornis saya,Sayornis saya,Aves
1025,Scaphiopus holbrookii,Scaphiopus holbrookii,Amphibia
1026,Sciurus carolinensis,Sciurus carolinensis,Mammalia
1027,Sciurus niger,Sciurus niger,Mammalia
1028,Sciurus vulgaris,Sciurus vulgaris,Mammalia
1029,Scolopax minor,Scolopax minor,Aves
1030,Scolopax rusticola,Scolopax rusticola,Aves
1031,Scudderia septentrionalis,Scudderia septentrionalis,Insecta
1032,Scudderia texensis,Scudderia texensis,Insecta
1033,Seiurus aurocapilla,Seiurus aurocapilla,Aves
1034,Selasphorus calliope,Selasphorus calliope,Aves
1035,Selasphorus platycercus,Selasphorus platycercus,Aves
1036,Selasphorus rufus,Selasphorus rufus,Aves
1037,Sepiana sepium,Sepiana sepium,Insecta
1038,Serinus canaria,Serinus canaria,Aves
1039,Serinus pusillus,Serinus pusillus,Aves
1040,Serinus serinus,Serinus serinus,Aves
1041,Setophaga aestiva,Setophaga aestiva,Aves
1042,Setophaga americana,Setophaga americana,Aves
1043,Setophaga auduboni,Setophaga auduboni,Aves
1044,Setophaga caerulescens,Setophaga caerulescens,Aves
1045,Setophaga castanea,Setophaga castanea,Aves
1046,Setophaga cerulea,Setophaga cerulea,Aves
1047,Setophaga citrina,Setophaga citrina,Aves
1048,Setophaga coronata,Setophaga coronata,Aves
1049,Setophaga discolor,Setophaga discolor,Aves
1050,Setophaga dominica,Setophaga dominica,Aves
1051,Setophaga fusca,Setophaga fusca,Aves
1052,Setophaga kirtlandii,Setophaga kirtlandii,Aves
1053,Setophaga magnolia,Setophaga magnolia,Aves
1054,Setophaga nigrescens,Setophaga nigrescens,Aves
1055,Setophaga occidentalis,Setophaga occidentalis,Aves
1056,Setophaga palmarum,Setophaga palmarum,Aves
