labelIndex,modelLabel,scientificName,taxonClass
88,Anser indicus,Anser indicus,Aves
89,Anser rossii,Anser rossii,Aves
90,Anser serrirostris,Anser serrirostris,Aves
91,Grus virgo,Grus virgo,Aves
92,Anthus berthelotii,Anthus berthelotii,Aves
93,Anthus campestris,Anthus campestris,Aves
94,Anthus cervinus,Anthus cervinus,Aves
95,Anthus godlewskii,Anthus godlewskii,Aves
96,Anthus gustavi,Anthus gustavi,Aves
97,Anthus hodgsoni,Anthus hodgsoni,Aves
98,Anthus petrosus,Anthus petrosus,Aves
99,Anthus pratensis,Anthus pratensis,Aves
100,Anthus richardi,Anthus richardi,Aves
101,Anthus rubescens,Anthus rubescens,Aves
102,Anthus rufulus,Anthus rufulus,Aves
103,Anthus spinoletta,Anthus spinoletta,Aves
104,Anthus trivialis,Anthus trivialis,Aves
105,Antigone canadensis,Antigone canadensis,Aves
106,Antrostomus carolinensis,Antrostomus carolinensis,Aves
107,Antrostomus vociferus,Antrostomus vociferus,Aves
108,Apis mellifera,Apis mellifera,Insecta
109,Apus affinis,Apus affinis,Aves
110,Apus apus,Apus apus,Aves
111,Apus caffer,Apus caffer,Aves
112,Tachymarptis melba,Tachymarptis melba,Aves
113,Apus pacificus,Apus pacificus,Aves
114,Apus pallidus,Apus pallidus,Aves
115,Apus unicolor,Apus unicolor,Aves
116,Aquila adalberti,Aquila adalberti,Aves
117,Aquila chrysaetos,Aquila chrysaetos,Aves
118,Clanga clanga,Clanga clanga,Aves
119,Aquila fasciata,Aquila fasciata,Aves
120,Aquila nipalensis,Aquila nipalensis,Aves
121,Clanga pomarina,Clanga pomarina,Aves
122,Ara ararauna,Ara ararauna,Aves
123,Thectocercus acuticaudatus,Thectocercus acuticaudatus,Aves
124,Psittacara erythrogenys,Psittacara erythrogenys,Aves
125,Psittacara mitratus,Psittacara mitratus,Aves
126,Aratinga nenday,Aratinga nenday,Aves
127,Archilochus alexandri,Archilochus alexandri,Aves
128,Archilochus colubris,Archilochus colubris,Aves
129,Arcyptera fusca,Arcyptera fusca,Insecta
130,Ardea alba,Ardea alba,Aves
131,Ardea cinerea,Ardea cinerea,Aves
132,Ardea herodias,Ardea herodias,Aves
133,Ardea ibis,Ardea ibis,Aves
134,Ardea purpurea,Ardea purpurea,Aves
135,Ardenna gravis,Ardenna gravis,Aves
136,Ardenna grisea,Ardenna grisea,Aves
137,Ardeola ralloides,Ardeola ralloides,Aves
138,Arenaria interpres,Arenaria interpres,Aves
139,Asio flammeus,Asio flammeus,Aves
140,Asio otus,Asio otus,Aves
141,Athene noctua,Athene noctua,Aves
142,Aythya affinis,Aythya affinis,Aves
143,Aythya americana,Aythya americana,Aves
144,Aythya collaris,Aythya collaris,Aves
145,Aythya ferina,Aythya ferina,Aves
146,Aythya fuligula,Aythya fuligula,Aves
147,Aythya marila,Aythya marila,Aves
148,Aythya nyroca,Aythya nyroca,Aves
149,Aythya valisineria,Aythya valisineria,Aves
150,Baeolophus bicolor,Baeolophus bicolor,Aves
151,Balearica regulorum,Balearica regulorum,Aves
152,Barbitistes serricauda,Barbitistes serricauda,Insecta
153,Barbitistes yersini,Barbitistes yersini,Insecta
154,Bartramia longicauda,Bartramia longicauda,Aves
155,Bicolorana bicolor,Bicolorana bicolor,Insecta
156,Roeseliana roeselii,Roeseliana roeselii,Insecta
157,Bombina bombina,Bombina bombina,Amphibia
158,Bombina variegata,Bombina variegata,Amphibia
159,Bombycilla cedrorum,Bombycilla cedrorum,Aves
160,Bombycilla garrulus,Bombycilla garrulus,Aves
161,Bonasa umbellus,Bonasa umbellus,Aves
162,Bos taurus,Bos taurus,Mammalia
163,Botaurus lentiginosus,Botaurus lentiginosus,Aves
164,Botaurus stellaris,Botaurus stellaris,Aves
165,Branta bernicla,Branta bernicla,Aves
166,Branta canadensis,Branta canadensis,Aves
167,Branta hutchinsii,Branta hutchinsii,Aves
168,Branta leucopsis,Branta leucopsis,Aves
169,Branta ruficollis,Branta ruficollis,Aves
170,Branta sandvicensis,Branta sandvicensis,Aves
171,Brotogeris versicolurus,Brotogeris versicolurus,Aves
172,Bubo bubo,Bubo bubo,Aves
173,Bubo scandiacus,Bubo scandiacus,Aves
174,Bubo virginianus,Bubo virginianus,Aves
175,Bucanetes githagineus,Bucanetes githagineus,Aves
176,Bucanetes mongolicus,Bucanetes mongolicus,Aves
177,Bucephala albeola,Bucephala albeola,Aves
178,Bucephala clangula,Bucephala clangula,Aves
179,Bucephala islandica,Bucephala islandica,Aves
180,Bufo bufo,Bufo bufo,Amphibia
181,Epidalea calamita,Epidalea calamita,Amphibia
182,Bufotes viridis,Bufotes viridis,Amphibia
183,Burhinus oedicnemus,Burhinus oedicnemus,Aves
184,Buteo buteo,Buteo buteo,Aves
185,Buteo jamaicensis,Buteo jamaicensis,Aves
186,Buteo lagopus,Buteo lagopus,Aves
187,Buteo lineatus,Buteo lineatus,Aves
188,Buteo platypterus,Buteo platypterus,Aves
189,Buteo rufinus,Buteo rufinus,Aves
190,Buteo swainsoni,Buteo swainsoni,Aves
191,Butorides virescens,Butorides virescens,Aves
192,Cairina moschata,Cairina moschata,Aves
193,Calamospiza melanocorys,Calamospiza melanocorys,Aves
194,Calandrella brachydactyla,Calandrella brachydactyla,Aves
195,Calcarius lapponicus,Calcarius lapponicus,Aves
196,Calcarius ornatus,Calcarius ornatus,Aves
197,Calcarius pictus,Calcarius pictus,Aves
198,Calidris acuminata,Calidris acuminata,Aves
199,Calidris alba,Calidris alba,Aves
200,Calidris alpina,Calidris alpina,Aves
201,Calidris bairdii,Calidris bairdii,Aves
202,Calidris canutus,Calidris canutus,Aves
203,Calidris falcinellus,Calidris falcinellus,Aves
204,Calidris ferruginea,Calidris ferruginea,Aves
205,Calidris fuscicollis,Calidris fuscicollis,Aves
206,Calidris himantopus,Calidris himantopus,Aves
207,Calidris maritima,Calidris maritima,Aves
208,Calidris mauri,Calidris mauri,Aves
209,Calidris melanotos,Calidris melanotos,Aves
210,Calidris minuta,Calidris minuta,Aves
211,Calidris minutilla,Calidris minutilla,Aves
212,Calidris pugnax,Calidris pugnax,Aves
213,Calidris pusilla,Calidris pusilla,Aves
214,Calidris ruficollis,Calidris ruficollis,Aves
215,Calidris subminuta,Calidris subminuta,Aves
216,Calidris subruficollis,Calidris subruficollis,Aves
217,Calidris temminckii,Calidris temminckii,Aves
218,Calliope calliope,Calliope calliope,Aves
219,Callipepla californica,Callipepla californica,Aves
220,Callonetta leucophrys,Callonetta leucophrys,Aves
221,Calonectris borealis,Calonectris borealis,Aves
222,Calonectris diomedea,Calonectris diomedea,Aves
223,Calypte anna,Calypte anna,Aves
224,Canachites canadensis,Canachites canadensis,Aves
225,Canis aureus,Canis aureus,Mammalia
226,Canis lupus,Canis lupus,Mammalia
227,Canis lupus,Canis lupus,Mammalia
228,Canis latrans,Canis latrans,Mammalia
229,Capreolus capreolus,Capreolus capreolus,Mammalia
230,Caprimulgus europaeus,Caprimulgus europaeus,Aves
231,Caprimulgus ruficollis,Caprimulgus ruficollis,Aves
232,Cardellina canadensis,Cardellina canadensis,Aves
233,Cardellina pusilla,Cardellina pusilla,Aves
234,Cardinalis cardinalis,Cardinalis cardinalis,Aves
235,Linaria cannabina,Linaria cannabina,Aves
236,Carduelis carduelis,Carduelis carduelis,Aves
237,Carduelis citrinella,Carduelis citrinella,Aves
238,Carduelis corsicana,Carduelis corsicana,Aves
239,Linaria flavirostris,Linaria flavirostris,Aves
240,Spinus pinus,Spinus pinus,Aves
241,Spinus spinus,Spinus spinus,Aves
242,Carpodacus erythrinus,Carpodacus erythrinus,Aves
243,Carpodacus rubicilla,Carpodacus rubicilla,Aves
244,Carpospiza brachydactyla,Carpospiza brachydactyla,Aves
245,Castor canadensis,Castor canadensis,Mammalia
246,Castor fiber,Castor fiber,Mammalia
247,Cathartes aura,Cathartes aura,Aves
248,Catharus bicknelli,Catharus bicknelli,Aves
249,Catharus fuscescens,Catharus fuscescens,Aves
250,Catharus guttatus,Catharus guttatus,Aves
251,Catharus minimus,Catharus minimus,Aves
252,Catharus ustulatus,Catharus ustulatus,Aves
253,Cecropis daurica,Cecropis daurica,Aves
254,Centronyx henslowii,Centronyx henslowii,Aves
255,Cepphus grylle,Cepphus grylle,Aves
256,Cercotrichas galactotes,Cercotrichas galactotes,Aves
257,Certhia americana,Certhia americana,Aves
258,Certhia brachydactyla,Certhia brachydactyla,Aves
259,Certhia familiaris,Certhia familiaris,Aves
260,Cervus canadensis,Cervus canadensis,Mammalia
261,Cervus elaphus,Cervus elaphus,Mammalia
262,Ceryle rudis,Ceryle rudis,Aves
263,Cettia cetti,Cettia cetti,Aves
264,Chaetura pelagica,Chaetura pelagica,Aves
265,Charadrius dubius,Charadrius dubius,Aves
266,Charadrius hiaticula,Charadrius hiaticula,Aves
267,Charadrius melodus,Charadrius melodus,Aves
268,Eudromias morinellus,Eudromias morinellus,Aves
269,Charadrius semipalmatus,Charadrius semipalmatus,Aves
270,Charadrius vociferus,Charadrius vociferus,Aves
271,Chersophilus duponti,Chersophilus duponti,Aves
272,Chlidonias hybrida,Chlidonias hybrida,Aves
273,Chlidonias leucopterus,Chlidonias leucopterus,Aves
274,Chlidonias niger,Chlidonias niger,Aves
275,Chloephaga picta,Chloephaga picta,Aves
276,Chloris chloris,Chloris chloris,Aves
277,Chondestes grammacus,Chondestes grammacus,Aves
278,Chordeiles minor,Chordeiles minor,Aves
279,Chorthippus albomarginatus,Chorthippus albomarginatus,Insecta
280,Chorthippus apricarius,Chorthippus apricarius,Insecta
281,Chorthippus biguttulus,Chorthippus biguttulus,Insecta
282,Chorthippus binotatus,Chorthippus binotatus,Insecta
283,Chorthippus bornhalmi,Chorthippus bornhalmi,Insecta
284,Chorthippus brunneus,Chorthippus brunneus,Insecta
285,Chorthippus dorsatus,Chorthippus dorsatus,Insecta
286,Chorthippus mollis,Chorthippus mollis,Insecta
287,Pseudochorthippus parallelus,Pseudochorthippus parallelus,Insecta
288,Chorthippus vagans,Chorthippus vagans,Insecta
289,Chroicocephalus genei,Chroicocephalus genei,Aves
290,Chroicocephalus philadelphia,Chroicocephalus philadelphia,Aves
291,Chroicocephalus ridibundus,Chroicocephalus ridibundus,Aves
292,Chrysochraon dispar,Chrysochraon dispar,Insecta
293,Chrysolophus amherstiae,Chrysolophus amherstiae,Aves
294,Chrysolophus pictus,Chrysolophus pictus,Aves
295,Cicada barbara,Cicada barbara,Insecta
296,Cicada cretensis,Cicada cretensis,Insecta
297,Cicada orni,Cicada orni,Insecta
298,Cicadatra atra,Cicadatra atra,Insecta
299,Cicadatra platyptera,Cicadatra platyptera,Insecta
300,Ciconia ciconia,Ciconia ciconia,Aves
301,Ciconia nigra,Ciconia nigra,Aves
302,Cinclus cinclus,Cinclus cinclus,Aves
303,Circaetus gallicus,Circaetus gallicus,Aves
304,Circus aeruginosus,Circus aeruginosus,Aves
305,Circus cyaneus,Circus cyaneus,Aves
306,Circus hudsonius,Circus hudsonius,Aves
307,Circus macrourus,Circus macrourus,Aves
308,Circus pygargus,Circus pygargus,Aves
309,Cisticola juncidis,Cisticola juncidis,Aves
310,Cistothorus palustris,Cistothorus palustris,Aves
311,Cistothorus stellaris,Cistothorus stellaris,Aves
312,Clamator glandarius,Clamator glandarius,Aves
313,Clangula hyemalis,Clangula hyemalis,Aves
314,Coccothraustes coccothraustes,Coccothraustes coccothraustes,Aves
315,Hesperiphona vespertina,Hesperiphona vespertina,Aves
316,Coccyzus americanus,Coccyzus americanus,Aves
317,Coccyzus erythropthalmus,Coccyzus erythropthalmus,Aves
318,Colaptes auratus,Colaptes auratus,Aves
319,Colibri thalassinus,Colibri thalassinus,Aves
320,Colinus virginianus,Colinus virginianus,Aves
321,Coloeus monedula,Coloeus monedula,Aves
322,Columba bollii,Columba bollii,Aves
323,Columba livia,Columba livia,Aves
324,Columba oenas,Columba oenas,Aves
325,Columba palumbus,Columba palumbus,Aves
326,Columba trocaz,Columba trocaz,Aves
327,Columbina passerina,Columbina passerina,Aves
328,Conocephalus brevipennis,Conocephalus brevipennis,Insecta
329,Conocephalus fuscus,Conocephalus fuscus,Insecta
330,Conocephalus dorsalis,Conocephalus dorsalis,Insecta
331,Conocephalus fasciatus,Conocephalus fasciatus,Insecta
332,Contopus cooperi,Contopus cooperi,Aves
333,Contopus sordidulus,Contopus sordidulus,Aves
334,Contopus virens,Contopus virens,Aves
335,Copsychus malabaricus,Copsychus malabaricus,Aves
336,Coracias garrulus,Coracias garrulus,Aves
337,Coragyps atratus,Coragyps atratus,Aves
338,Corthylio calendula,Corthylio calendula,Aves
339,Corvus albus,Corvus albus,Aves
340,Corvus brachyrhynchos,Corvus brachyrhynchos,Aves
341,Corvus corax,Corvus corax,Aves
342,Corvus cornix,Corvus cornix,Aves
343,Corvus corone,Corvus corone,Aves
344,Corvus frugilegus,Corvus frugilegus,Aves
345,Corvus ossifragus,Corvus ossifragus,Aves
346,Corvus splendens,Corvus splendens,Aves
347,Coturnicops noveboracensis,Coturnicops noveboracensis,Aves
348,Coturnix coturnix,Coturnix coturnix,Aves
349,Coturnix japonica,Coturnix japonica,Aves
350,Crex crex,Crex crex,Aves
351,Crithagra mozambica,Crithagra mozambica,Aves
352,Crotalus atrox,Crotalus atrox,Squamata
353,Crotalus horridus,Crotalus horridus,Squamata
354,Crotophaga sulcirostris,Crotophaga sulcirostris,Aves
355,Cuculus canorus,Cuculus canorus,Aves
356,Cuculus optatus,Cuculus optatus,Aves
357,Cuculus saturatus,Cuculus saturatus,Aves
358,Curruca balearica,Curruca balearica,Aves
359,Curruca cantillans,Curruca cantillans,Aves
360,Curruca communis,Curruca communis,Aves
361,Curruca conspicillata,Curruca conspicillata,Aves
362,Curruca crassirostris,Curruca crassirostris,Aves
363,Curruca curruca,Curruca curruca,Aves
364,Curruca hortensis,Curruca hortensis,Aves
365,Curruca iberiae,Curruca iberiae,Aves
366,Curruca melanocephala,Curruca melanocephala,Aves
367,Curruca melanothorax,Curruca melanothorax,Aves
368,Curruca mystacea,Curruca mystacea,Aves
369,Curruca nana,Curruca nana,Aves
370,Curruca nisoria,Curruca nisoria,Aves
371,Curruca ruppeli,Curruca ruppeli,Aves
372,Curruca sarda,Curruca sarda,Aves
373,Curruca subalpina,Curruca subalpina,Aves
374,Curruca undata,Curruca undata,Aves
375,Cursorius cursor,Cursorius cursor,Aves
376,Cyanistes caeruleus,Cyanistes caeruleus,Aves
377,Cyanistes cyanus,Cyanistes cyanus,Aves
378,Cyanistes teneriffae,Cyanistes teneriffae,Aves
379,Cyanocitta cristata,Cyanocitta cristata,Aves
380,Cyanoliseus patagonus,Cyanoliseus patagonus,Aves
381,Cyanopica cooki,Cyanopica cooki,Aves
382,Cygnus atratus,Cygnus atratus,Aves
383,Cygnus buccinator,Cygnus buccinator,Aves
384,Cygnus columbianus,Cygnus columbianus,Aves
385,Cygnus cygnus,Cygnus cygnus,Aves
386,Cygnus olor,Cygnus olor,Aves
387,Cynanthus latirostris,Cynanthus latirostris,Aves
388,Cyrtoxipha columbiana,Cyrtoxipha columbiana,Insecta
389,Dama dama,Dama dama,Mammalia
390,Phalcoboenus australis,Phalcoboenus australis,Aves
391,Decticus albifrons,Decticus albifrons,Insecta
392,Decticus verrucivorus,Decticus verrucivorus,Insecta
393,Delichon urbicum,Delichon urbicum,Aves
394,Delphinapterus leucas,Delphinapterus leucas,Mammalia
395,Dendrocopos leucotos,Dendrocopos leucotos,Aves
396,Dendrocopos major,Dendrocopos major,Aves
397,Dendrocoptes medius,Dendrocoptes medius,Aves
398,Dryobates minor,Dryobates minor,Aves
399,Dendrocopos syriacus,Dendrocopos syriacus,Aves
400,Dendrocygna autumnalis,Dendrocygna autumnalis,Aves
401,Dendrocygna bicolor,Dendrocygna bicolor,Aves
402,Dendrocygna viduata,Dendrocygna viduata,Aves
403,Megatibicen grossa,Megatibicen grossa,Insecta
404,Diceroprocta viridifascia,Diceroprocta viridifascia,Insecta
405,Dimissalna dimissa,Dimissalna dimissa,Insecta
406,Dolichonyx oryzivorus,Dolichonyx oryzivorus,Aves
407,Dryobates pubescens,Dryobates pubescens,Aves
408,Leuconotopicus villosus,Leuconotopicus villosus,Aves
409,Dryocopus martius,Dryocopus martius,Aves
410,Dryocopus pileatus,Dryocopus pileatus,Aves
411,Dryophytes andersonii,Dryophytes andersonii,Amphibia
412,Dryophytes chrysoscelis,Dryophytes chrysoscelis,Amphibia
413,Dryophytes cinereus,Dryophytes cinereus,Amphibia
414,Dryophytes gratiosus,Dryophytes gratiosus,Amphibia
415,Dryophytes squirellus,Dryophytes squirellus,Amphibia
416,Dryophytes versicolor,Dryophytes versicolor,Amphibia
417,Dumetella carolinensis,Dumetella carolinensis,Aves
418,Egretta caerulea,Egretta caerulea,Aves
419,Egretta garzetta,Egretta garzetta,Aves
420,Egretta gularis,Egretta gularis,Aves
421,Egretta thula,Egretta thula,Aves
422,Egretta tricolor,Egretta tricolor,Aves
423,Elanoides forficatus,Elanoides forficatus,Aves
424,Elanus caeruleus,Elanus caeruleus,Aves
425,Eliomys quercinus,Eliomys quercinus,Mammalia
426,Emberiza aureola,Emberiza aureola,Aves
427,Emberiza bruniceps,Emberiza bruniceps,Aves
428,Emberiza buchanani,Emberiza buchanani,Aves
429,Emberiza caesia,Emberiza caesia,Aves
430,Emberiza calandra,Emberiza calandra,Aves
431,Emberiza chrysophrys,Emberiza chrysophrys,Aves
432,Emberiza cia,Emberiza cia,Aves
433,Emberiza cineracea,Emberiza cineracea,Aves
434,Emberiza cirlus,Emberiza cirlus,Aves
435,Emberiza citrinella,Emberiza citrinella,Aves
436,Emberiza hortulana,Emberiza hortulana,Aves
437,Emberiza lathami,Emberiza lathami,Aves
438,Emberiza leucocephalos,Emberiza leucocephalos,Aves
439,Emberiza melanocephala,Emberiza melanocephala,Aves
440,Emberiza pusilla,Emberiza pusilla,Aves
441,Emberiza rustica,Emberiza rustica,Aves
442,Emberiza schoeniclus,Emberiza schoeniclus,Aves
443,Emberiza spodocephala,Emberiza spodocephala,Aves
444,Empidonax alnorum,Empidonax alnorum,Aves
445,Empidonax difficilis,Empidonax difficilis,Aves
446,Empidonax flaviventris,Empidonax flaviventris,Aves
447,Empidonax hammondii,Empidonax hammondii,Aves
448,Empidonax minimus,Empidonax minimus,Aves
449,Empidonax traillii,Empidonax traillii,Aves
450,Empidonax virescens,Empidonax virescens,Aves
451,Empidonax wrightii,Empidonax wrightii,Aves
452,Ephippiger diurnus,Ephippiger diurnus,Insecta
453,Ephippiger ephippiger,Ephippiger ephippiger,Insecta
454,Eptesicus serotinus,Eptesicus serotinus,Mammalia
455,Eremophila alpestris,,Aves
456,Erethizon dorsata,Erethizon dorsata,Mammalia
457,Erinaceus europaeus,Erinaceus europaeus,Mammalia
458,Erithacus rubecula,Erithacus rubecula,Aves
459,Estrilda astrild,Estrilda astrild,Aves
460,Estrilda melpoda,Estrilda melpoda,Aves
461,Estrilda troglodytes,Estrilda troglodytes,Aves
462,Euchorthippus declivus,Euchorthippus declivus,Insecta
463,Eudocimus albus,Eudocimus albus,Aves
464,Eumodicogryllus bordigalensis,Eumodicogryllus bordigalensis,Insecta
465,Eunemobius carolinus,Eunemobius carolinus,Insecta
466,Euodice malabarica,Euodice malabarica,Aves
467,Euphagus carolinus,Euphagus carolinus,Aves
468,Euphagus cyanocephalus,Euphagus cyanocephalus,Aves
469,Euplectes afer,Euplectes afer,Aves
470,Falco columbarius,Falco columbarius,Aves
471,Falco eleonorae,Falco eleonorae,Aves
472,Falco naumanni,Falco naumanni,Aves
473,Falco peregrinus,Falco peregrinus,Aves
474,Falco rusticolus,Falco rusticolus,Aves
475,Falco sparverius,Falco sparverius,Aves
476,Falco subbuteo,Falco subbuteo,Aves
477,Falco tinnunculus,Falco tinnunculus,Aves
478,Falco vespertinus,Falco vespertinus,Aves
479,Felis catus,Felis catus,Mammalia
480,Felis silvestris f. domestica,Felis silvestris f. domestica,Mammalia
481,Ficedula albicilla,Ficedula albicilla,Aves
482,Ficedula albicollis,Ficedula albicollis,Aves
483,Ficedula hypoleuca,Ficedula hypoleuca,Aves
484,Ficedula parva,Ficedula parva,Aves
485,Ficedula semitorquata,Ficedula semitorquata,Aves
486,Francolinus francolinus,Francolinus francolinus,Aves
487,Fratercula arctica,Fratercula arctica,Aves
488,Fregata magnificens,Fregata magnificens,Aves
489,Fringilla coelebs,Fringilla coelebs,Aves
490,Fringilla montifringilla,Fringilla montifringilla,Aves
491,Fringilla teydea,Fringilla teydea,Aves
492,Fulica americana,Fulica americana,Aves
493,Fulica atra,Fulica atra,Aves
494,Fulica cristata,Fulica cristata,Aves
495,Fulmarus glacialis,Fulmarus glacialis,Aves
496,Galerida cristata,Galerida cristata,Aves
497,Galerida theklae,Galerida theklae,Aves
498,Gallinago delicata,Gallinago delicata,Aves
499,Gallinago gallinago,Gallinago gallinago,Aves
500,Gallinago media,Gallinago media,Aves
501,Gallinago megala,Gallinago megala,Aves
502,Gallinago stenura,Gallinago stenura,Aves
503,Gallinula chloropus,Gallinula chloropus,Aves
504,Gallinula galeata,Gallinula galeata,Aves
505,Gallus gallus,Gallus gallus,Aves
506,Gampsocleis glabra,Gampsocleis glabra,Insecta
507,Garrulus glandarius,Garrulus glandarius,Aves
508,Gastrophryne carolinensis,Gastrophryne carolinensis,Amphibia
509,Gavia adamsii,Gavia adamsii,Aves
510,Gavia arctica,Gavia arctica,Aves
511,Gavia immer,Gavia immer,Aves
512,Gavia pacifica,Gavia pacifica,Aves
513,Gavia stellata,Gavia stellata,Aves
514,Gelochelidon nilotica,Gelochelidon nilotica,Aves
515,Geokichla sibirica,Geokichla sibirica,Aves
516,Geopelia cuneata,Geopelia cuneata,Aves
517,Geothlypis formosa,Geothlypis formosa,Aves
518,Geothlypis philadelphia,Geothlypis philadelphia,Aves
519,Geothlypis tolmiei,Geothlypis tolmiei,Aves
520,Geothlypis trichas,Geothlypis trichas,Aves
521,Geronticus eremita,Geronticus eremita,Aves
522,Glareola nordmanni,Glareola nordmanni,Aves
523,Glareola pratincola,Glareola pratincola,Aves
524,Glaucidium passerinum,Glaucidium passerinum,Aves
525,Glaucomys volans,Glaucomys volans,Mammalia
526,Glis glis,Glis glis,Mammalia
527,Gomphocerippus rufus,Gomphocerippus rufus,Insecta
528,Gomphocerus sibiricus,Gomphocerus sibiricus,Insecta
529,Grus grus,Grus grus,Aves
530,Gryllodes sigillatus,Gryllodes sigillatus,Insecta
531,Gryllotalpa gryllotalpa,Gryllotalpa gryllotalpa,Insecta
532,Gryllotalpa vineae,Gryllotalpa vineae,Insecta
533,Gryllus assimilis,Gryllus assimilis,Insecta
534,Gryllus bimaculatus,Gryllus bimaculatus,Insecta
535,Gryllus campestris,Gryllus campestris,Insecta
536,Gryllus firmus,Gryllus firmus,Insecta
537,Gryllus fultoni,Gryllus fultoni,Insecta
538,Gryllus pennsylvanicus,Gryllus pennsylvanicus,Insecta
539,Gryllus rubens,Gryllus rubens,Insecta
540,Gryllus veletis,Gryllus veletis,Insecta
541,Gubernatrix cristata,Gubernatrix cristata,Aves
542,Gulosus aristotelis,Gulosus aristotelis,Aves
