labelIndex,modelLabel,scientificName,taxonClass
0,Abroscopus albogularis,Abroscopus albogularis,Aves
1,Abroscopus schisticeps,Abroscopus schisticeps,Aves
2,Abroscopus superciliaris,Abroscopus superciliaris,Aves
3,Aburria aburri,Aburria aburri,Aves
4,Acanthagenys rufogularis,Acanthagenys rufogularis,Aves
5,Acanthidops bairdi,Acanthidops bairdi,Aves
6,Acanthis cabaret,,
7,Acanthis flammea,Acanthis flammea,Aves
8,Acanthis hornemanni,,
9,Acanthisitta chloris,Acanthisitta chloris,Aves
10,Acanthiza apicalis,Acanthiza apicalis,Aves
11,Acanthiza chrysorrhoa,Acanthiza chrysorrhoa,Aves
12,Acanthiza ewingii,Acanthiza ewingii,Aves
13,Acanthiza inornata,Acanthiza inornata,Aves
14,Acanthiza lineata,Acanthiza lineata,Aves
15,Acanthiza nana,Acanthiza nana,Aves
16,Acanthiza pusilla,Acanthiza pusilla,Aves
17,Acanthiza reguloides,Acanthiza reguloides,Aves
18,Acanthiza uropygialis,Acanthiza uropygialis,Aves
19,Acanthorhynchus superciliosus,Acanthorhynchus superciliosus,Aves
20,Acanthorhynchus tenuirostris,Acanthorhynchus tenuirostris,Aves
21,Accipiter badius,Tachyspiza badia,Aves
22,Accipiter bicolor,Astur bicolor,Aves
23,Accipiter cirrocephalus,Tachyspiza cirrocephala,Aves
24,Accipiter cooperii,Astur cooperii,Aves
25,Accipiter fasciatus,Tachyspiza fasciata,Aves
26,Accipiter gentilis,Astur gentilis,Aves
27,Accipiter gularis,Tachyspiza gularis,Aves
28,Accipiter hiogaster,Tachyspiza hiogaster,Aves
29,Accipiter melanoleucus,Astur melanoleucus,Aves
30,Accipiter minullus,Tachyspiza minulla,Aves
31,Accipiter nisus,Accipiter nisus,Aves
32,Accipiter novaehollandiae,Tachyspiza novaehollandiae,Aves
33,Accipiter poliogaster,Accipiter poliogaster,Aves
34,Accipiter soloensis,Tachyspiza soloensis,Aves
35,Accipiter striatus,Accipiter striatus,Aves
36,Accipiter superciliosus,Microspizias superciliosus,Aves
37,Accipiter tachiro,Aerospiza tachiro,Aves
38,Accipiter trinotatus,Tachyspiza trinotata,Aves
39,Accipiter trivirgatus,Lophospiza trivirgata,Aves
40,Accipiter virgatus,Tachyspiza virgata,Aves
41,Aceros nipalensis,Aceros nipalensis,Aves
42,Achaetops pycnopygius,Achaetops pycnopygius,Aves
43,Acridotheres burmannicus,Acridotheres burmannicus,Aves
44,Acridotheres cristatellus,Acridotheres cristatellus,Aves
45,Acridotheres fuscus,Acridotheres fuscus,Aves
46,Acridotheres ginginianus,Acridotheres ginginianus,Aves
47,Acridotheres grandis,Acridotheres grandis,Aves
48,Acridotheres javanicus,Acridotheres javanicus,Aves
49,Acridotheres tristis,Acridotheres tristis,Aves
50,Acris crepitans,Acris crepitans,Aves
51,Acris gryllus,,
52,Acrobatornis fonsecai,Acrobatornis fonsecai,Aves
53,Acrocephalus agricola,Acrocephalus agricola,Aves
54,Acrocephalus arundinaceus,Acrocephalus arundinaceus,Aves
55,Acrocephalus australis,Acrocephalus australis,Aves
56,Acrocephalus baeticatus,,
57,Acrocephalus bistrigiceps,Acrocephalus bistrigiceps,Aves
58,Acrocephalus concinens,Acrocephalus concinens,Aves
59,Acrocephalus dumetorum,Acrocephalus dumetorum,Aves
60,Acrocephalus gracilirostris,Acrocephalus gracilirostris,Aves
61,Acrocephalus griseldis,Acrocephalus griseldis,Aves
62,Acrocephalus melanopogon,Acrocephalus melanopogon,Aves
63,Acrocephalus newtoni,Acrocephalus newtoni,Aves
64,Acrocephalus orientalis,Acrocephalus orientalis,Aves
65,Acrocephalus paludicola,Acrocephalus paludicola,Aves
66,Acrocephalus palustris,Acrocephalus palustris,Aves
67,Acrocephalus rufescens,Acrocephalus rufescens,Aves
68,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,Aves
69,Acrocephalus scirpaceus,Acrocephalus scirpaceus,Aves
70,Acrocephalus stentoreus,Acrocephalus stentoreus,Aves
71,Acrocephalus tangorum,Acrocephalus tangorum,Aves
72,Acropternis orthonyx,Acropternis orthonyx,Aves
73,Actenoides concretus,Actenoides concretus,Aves
74,Actenoides lindsayi,Actenoides lindsayi,Aves
75,Actenoides monachus,Actenoides monachus,Aves
76,Actinodura cyanouroptera,Actinodura cyanouroptera,Aves
77,Actinodura egertoni,Actinodura egertoni,Aves
78,Actinodura nipalensis,Actinodura nipalensis,Aves
79,Actinodura ramsayi,Actinodura ramsayi,Aves
80,Actinodura strigula,Actinodura strigula,Aves
81,Actinodura waldeni,Actinodura waldeni,Aves
82,Actitis hypoleucos,Actitis hypoleucos,Aves
83,Actitis macularius,Actitis macularius,Aves
84,Actophilornis africanus,Actophilornis africanus,Aves
85,Adelomyia melanogenys,Adelomyia melanogenys,Aves
86,Aechmophorus clarkii,Aechmophorus clarkii,Aves
87,Aechmophorus occidentalis,Aechmophorus occidentalis,Aves
88,Aegithalos caudatus,Aegithalos caudatus,Aves
89,Aegithalos concinnus,Aegithalos concinnus,Aves
90,Aegithalos glaucogularis,Aegithalos glaucogularis,Aves
91,Aegithalos iouschistos,Aegithalos iouschistos,Aves
92,Aegithalos niveogularis,Aegithalos niveogularis,Aves
93,Aegithina nigrolutea,Aegithina nigrolutea,Aves
94,Aegithina tiphia,Aegithina tiphia,Aves
95,Aegithina viridissima,Aegithina viridissima,Aves
96,Aegolius acadicus,Aegolius acadicus,Aves
97,Aegolius funereus,Aegolius funereus,Aves
98,Aegolius harrisii,Aegolius harrisii,Aves
99,Aegolius ridgwayi,Aegolius ridgwayi,Aves
100,Aegotheles cristatus,Aegotheles cristatus,Aves
101,Aegypius monachus,Aegypius monachus,Aves
102,Aerodramus bartschi,Aerodramus bartschi,Aves
103,Aerodramus fuciphagus,Aerodramus fuciphagus,Aves
104,Aerodramus maximus,Aerodramus maximus,Aves
105,Aeronautes andecolus,Aeronautes andecolus,Aves
106,Aeronautes montivagus,Aeronautes montivagus,Aves
107,Aeronautes saxatalis,Aeronautes saxatalis,Aves
108,Aethia pusilla,Aethia pusilla,Aves
109,Aethia pygmaea,Aethia pygmaea,Aves
110,Aethopyga christinae,Aethopyga christinae,Aves
111,Aethopyga gouldiae,Aethopyga gouldiae,Aves
112,Aethopyga ignicauda,Aethopyga ignicauda,Aves
113,Aethopyga nipalensis,Aethopyga nipalensis,Aves
114,Aethopyga saturata,Aethopyga saturata,Aves
115,Aethopyga siparaja,Aethopyga siparaja,Aves
116,Aethopyga temminckii,Aethopyga temminckii,Aves
117,Aethopyga vigorsii,Aethopyga vigorsii,Aves
118,Agapornis canus,Agapornis canus,Aves
119,Agapornis fischeri,Agapornis fischeri,Aves
120,Agapornis personatus,Agapornis personatus,Aves
121,Agapornis roseicollis,Agapornis roseicollis,Aves
122,Agapornis taranta,Agapornis taranta,Aves
123,Agelaioides badius,Agelaioides badius,Aves
124,Agelaius phoeniceus,Agelaius phoeniceus,Aves
125,Agelaius tricolor,Agelaius tricolor,Aves
126,Agelasticus cyanopus,Agelasticus cyanopus,Aves
127,Agelasticus thilius,Agelasticus thilius,Aves
128,Agelasticus xanthophthalmus,Agelasticus xanthophthalmus,Aves
129,Aglaiocercus coelestis,Aglaiocercus coelestis,Aves
130,Aglaiocercus kingii,Aglaiocercus kingii,Aves
131,Agriornis montanus,Agriornis montanus,Aves
132,Agropsar philippensis,Agropsar philippensis,Aves
133,Agropsar sturninus,Agropsar sturninus,Aves
134,Ailuroedus crassirostris,Ailuroedus crassirostris,Aves
135,Ailuroedus maculosus,Ailuroedus maculosus,Aves
136,Aimophila notosticta,Aimophila notosticta,Aves
137,Aimophila rufescens,Aimophila rufescens,Aves
138,Aimophila ruficeps,Aimophila ruficeps,Aves
139,Aix galericulata,Aix galericulata,Aves
140,Aix sponsa,Aix sponsa,Aves
141,Akletos goeldii,Akletos goeldii,Aves
142,Akletos melanoceps,Akletos melanoceps,Aves
143,Alaemon alaudipes,Alaemon alaudipes,Aves
144,Alauda arvensis,Alauda arvensis,Aves
145,Alauda gulgula,Alauda gulgula,Aves
146,Alaudala cheleensis,Alaudala cheleensis,Aves
147,Alaudala heinei,Alaudala heinei,Aves
148,Alaudala raytal,Alaudala raytal,Aves
149,Alaudala rufescens,Alaudala rufescens,Aves
150,Alaudala somalica,Alaudala somalica,Aves
151,Alca torda,Alca torda,Aves
152,Alcedo atthis,Alcedo atthis,Aves
153,Alcedo meninting,Alcedo meninting,Aves
154,Alcippe brunneicauda,Alcippe brunneicauda,Aves
155,Alcippe fratercula,Alcippe fratercula,Aves
156,Alcippe hueti,Alcippe hueti,Aves
157,Alcippe morrisonia,Alcippe morrisonia,Aves
158,Alcippe nipalensis,Alcippe nipalensis,Aves
159,Alcippe peracensis,Alcippe peracensis,Aves
160,Alcippe poioicephala,Alcippe poioicephala,Aves
161,Alcippe pyrrhoptera,Alcippe pyrrhoptera,Aves
162,Aleadryas rufinucha,Aleadryas rufinucha,Aves
163,Alectoris barbara,Alectoris barbara,Aves
164,Alectoris chukar,Alectoris chukar,Aves
165,Alectoris graeca,Alectoris graeca,Aves
166,Alectoris rufa,Alectoris rufa,Aves
167,Alectura lathami,Alectura lathami,Aves
168,Alethe castanea,Alethe castanea,Aves
169,Alethe diademata,Alethe diademata,Aves
170,Alipiopsitta xanthops,Alipiopsitta xanthops,Aves
171,Alisterus scapularis,Alisterus scapularis,Aves
172,Allenia fusca,Allenia fusca,Aves
173,Allonemobius allardi,Allonemobius allardi,Aves
174,Allonemobius tinnulus,Allonemobius tinnulus,Aves
175,Allonemobius walkeri,,
176,Alophoixus finschii,Iole finschii,Aves
177,Alophoixus flaveolus,Alophoixus flaveolus,Aves
178,Alophoixus ochraceus,Alophoixus ochraceus,Aves
179,Alophoixus pallidus,Alophoixus pallidus,Aves
180,Alophoixus phaeocephalus,Alophoixus phaeocephalus,Aves
181,Alophoixus tephrogenys,Alophoixus tephrogenys,Aves
182,Alopochelidon fucata,Alopochelidon fucata,Aves
183,Alopochen aegyptiaca,Alopochen aegyptiaca,Aves
184,Alouatta pigra,,
185,Amalocichla incerta,Amalocichla incerta,Aves
186,Amandava amandava,Amandava amandava,Aves
187,Amaurolimnas concolor,Amaurolimnas concolor,Aves
188,Amaurornis isabellina,Amaurornis isabellina,Aves
189,Amaurornis moluccana,Amaurornis moluccana,Aves
190,Amaurornis phoenicurus,Amaurornis phoenicurus,Aves
191,Amaurospiza concolor,Amaurospiza concolor,Aves
192,Amaurospiza moesta,Amaurospiza moesta,Aves
193,Amazilia luciae,Amazilia luciae,Aves
194,Amazilia rutila,Amazilia rutila,Aves
195,Amazilia tzacatl,Amazilia tzacatl,Aves
196,Amazilia yucatanensis,Amazilia yucatanensis,Aves
197,Amazilis amazilia,Amazilis amazilia,Aves
198,Amazona aestiva,Amazona aestiva,Aves
199,Amazona agilis,Amazona agilis,Aves
200,Amazona albifrons,Amazona albifrons,Aves
201,Amazona amazonica,Amazona amazonica,Aves
202,Amazona auropalliata,Amazona auropalliata,Aves
203,Amazona autumnalis,Amazona autumnalis,Aves
204,Amazona brasiliensis,Amazona brasiliensis,Aves
205,Amazona dufresniana,Amazona dufresniana,Aves
206,Amazona farinosa,Amazona farinosa,Aves
207,Amazona festiva,Amazona festiva,Aves
208,Amazona finschi,Amazona finschi,Aves
209,Amazona kawalli,Amazona kawalli,Aves
210,Amazona leucocephala,Amazona leucocephala,Aves
211,Amazona mercenarius,Amazona mercenarius,Aves
212,Amazona ochrocephala,Amazona ochrocephala,Aves
213,Amazona oratrix,Amazona oratrix,Aves
214,Amazona rhodocorytha,Amazona rhodocorytha,Aves
215,Amazona tucumana,Amazona tucumana,Aves
216,Amazona ventralis,Amazona ventralis,Aves
217,Amazona vinacea,Amazona vinacea,Aves
218,Amazona viridigenalis,Amazona viridigenalis,Aves
219,Amazona xantholora,Amazona xantholora,Aves
220,Amazonetta brasiliensis,Amazonetta brasiliensis,Aves
221,Amblycercus holosericeus,Amblycercus holosericeus,Aves
222,Amblycorypha alexanderi,,
223,Amblycorypha longinicta,Amblycorypha longinicta,Aves
224,Amblycorypha oblongifolia,Amblycorypha oblongifolia,Aves
225,Amblycorypha rotundifolia,Amblycorypha rotundifolia,Aves
226,Amblyornis newtoniana,Prionodura newtoniana,Aves
227,Amblyospiza albifrons,Amblyospiza albifrons,Aves
228,Amblyramphus holosericeus,Amblyramphus holosericeus,Aves
229,Ammodramus aurifrons,Ammodramus aurifrons,Aves
230,Ammodramus humeralis,Ammodramus humeralis,Aves
231,Ammodramus savannarum,Ammodramus savannarum,Aves
232,Ammomanes cinctura,Ammomanes cinctura,Aves
233,Ammomanes deserti,Ammomanes deserti,Aves
234,Ammomanes phoenicura,Ammomanes phoenicura,Aves
235,Ammonastes pelzelni,Ammonastes pelzelni,Aves
236,Ammospiza caudacuta,Ammospiza caudacuta,Aves
237,Ammospiza leconteii,Ammospiza leconteii,Aves
238,Ammospiza maritima,Ammospiza maritima,Aves
239,Ammospiza nelsoni,Ammospiza nelsoni,Aves
240,Ampelioides tschudii,Ampelioides tschudii,Aves
241,Ampelion rubrocristatus,Ampelion rubrocristatus,Aves
242,Ampelion rufaxilla,Ampelion rufaxilla,Aves
243,Ampelornis griseiceps,Ampelornis griseiceps,Aves
244,Amphispiza bilineata,Amphispiza bilineata,Aves
245,Amphispizopsis quinquestriata,Amphispizopsis quinquestriata,Aves
246,Anabacerthia amaurotis,Anabacerthia amaurotis,Aves
247,Anabacerthia lichtensteini,Anabacerthia lichtensteini,Aves
248,Anabacerthia ruficaudata,Anabacerthia ruficaudata,Aves
249,Anabacerthia striaticollis,Anabacerthia striaticollis,Aves
250,Anabacerthia variegaticeps,Anabacerthia variegaticeps,Aves
251,Anabazenops dorsalis,Anabazenops dorsalis,Aves
252,Anabazenops fuscus,Anabazenops fuscus,Aves
253,Anairetes alpinus,Anairetes alpinus,Aves
254,Anairetes flavirostris,Anairetes flavirostris,Aves
255,Anairetes nigrocristatus,Anairetes nigrocristatus,Aves
256,Anairetes parulus,Anairetes parulus,Aves
257,Anairetes reguloides,Anairetes reguloides,Aves
258,Anas acuta,Anas acuta,Aves
259,Anas andium,Anas andium,Aves
260,Anas castanea,Anas castanea,Aves
261,Anas crecca,Anas crecca,Aves
262,Anas diazi,Anas diazi,Aves
263,Anas flavirostris,Anas flavirostris,Aves
264,Anas fulvigula,Anas fulvigula,Aves
265,Anas georgica,Anas georgica,Aves
266,Anas gracilis,Anas gracilis,Aves
267,Anas platyrhynchos,Anas platyrhynchos,Aves
268,Anas poecilorhyncha,Anas poecilorhyncha,Aves
269,Anas rubripes,Anas rubripes,Aves
270,Anas superciliosa,Anas superciliosa,Aves
271,Anas undulata,Anas undulata,Aves
272,Anas wyvilliana,Anas wyvilliana,Aves
273,Anas zonorhyncha,Anas zonorhyncha,Aves
274,Anastomus oscitans,Anastomus oscitans,Aves
275,Anaxipha exigua,Anaxipha exigua,Aves
276,Anaxyrus americanus,Anaxyrus americanus,Aves
277,Anaxyrus canorus,,
278,Anaxyrus cognatus,,
279,Anaxyrus fowleri,Anaxyrus fowleri,Aves
280,Anaxyrus houstonensis,,
281,Anaxyrus microscaphus,,
282,Anaxyrus quercicus,,
283,Anaxyrus speciosus,,
284,Anaxyrus terrestris,,
285,Anaxyrus woodhousii,,
286,Ancistrops strigilatus,Ancistrops strigilatus,Aves
287,Andigena hypoglauca,Andigena hypoglauca,Aves
288,Andigena laminirostris,Andigena laminirostris,Aves
289,Andigena nigrirostris,Andigena nigrirostris,Aves
290,Androdon aequatorialis,Androdon aequatorialis,Aves
291,Andropadus importunus,Andropadus importunus,Aves
292,Anhima cornuta,Anhima cornuta,Aves
293,Anhinga anhinga,Anhinga anhinga,Aves
294,Anhinga melanogaster,Anhinga melanogaster,Aves
295,Anhinga novaehollandiae,Anhinga novaehollandiae,Aves
296,Anisognathus igniventris,Anisognathus igniventris,Aves
297,Anisognathus lacrymosus,Anisognathus lacrymosus,Aves
298,Anisognathus somptuosus,Anisognathus somptuosus,Aves
299,Anodorhynchus hyacinthinus,Anodorhynchus hyacinthinus,Aves
300,Anodorhynchus leari,Anodorhynchus leari,Aves
301,Anorrhinus galeritus,Anorrhinus galeritus,Aves
302,Anous ceruleus,Anous ceruleus,Aves
303,Anous minutus,Anous minutus,Aves
304,Anous stolidus,Anous stolidus,Aves
305,Anous tenuirostris,Anous tenuirostris,Aves
306,Anser albifrons,Anser albifrons,Aves
307,Anser anser,Anser anser,Aves
308,Anser brachyrhynchus,Anser brachyrhynchus,Aves
309,Anser caerulescens,Anser caerulescens,Aves
310,Anser canagicus,Anser canagicus,Aves
311,Anser cygnoides,Anser cygnoides,Aves
312,Anser erythropus,Anser erythropus,Aves
313,Anser fabalis,Anser fabalis,Aves
314,Anser indicus,Anser indicus,Aves
315,Anser rossii,Anser rossii,Aves
316,Anser serrirostris,Anser serrirostris,Aves
317,Anseranas semipalmata,Anseranas semipalmata,Aves
318,Anthipes monileger,Anthipes monileger,Aves
319,Anthipes solitaris,Anthipes solitaris,Aves
320,Anthobaphes violacea,Anthobaphes violacea,Aves
321,Anthochaera carunculata,Anthochaera carunculata,Aves
322,Anthochaera chrysoptera,Anthochaera chrysoptera,Aves
323,Anthochaera lunulata,Anthochaera lunulata,Aves
324,Anthochaera paradoxa,Anthochaera paradoxa,Aves
325,Anthochaera phrygia,Anthochaera phrygia,Aves
326,Anthornis melanura,Anthornis melanura,Aves
327,Anthoscopus minutus,Anthoscopus minutus,Aves
328,Anthoscopus musculus,Anthoscopus musculus,Aves
329,Anthracoceros albirostris,Anthracoceros albirostris,Aves
330,Anthracoceros coronatus,Anthracoceros coronatus,Aves
331,Anthracoceros malayanus,Anthracoceros malayanus,Aves
332,Anthracothorax nigricollis,Anthracothorax nigricollis,Aves
333,Anthreptes malacensis,Anthreptes malacensis,Aves
334,Anthreptes orientalis,Anthreptes orientalis,Aves
335,Anthropoides paradiseus,Grus paradisea,Aves
336,Anthropoides virgo,Grus virgo,Aves
337,Anthus berthelotii,Anthus berthelotii,Aves
338,Anthus bogotensis,Anthus bogotensis,Aves
339,Anthus campestris,Anthus campestris,Aves
340,Anthus cervinus,Anthus cervinus,Aves
341,Anthus chacoensis,Anthus chacoensis,Aves
342,Anthus cinnamomeus,Anthus cinnamomeus,Aves
343,Anthus correndera,Anthus correndera,Aves
344,Anthus crenatus,Anthus crenatus,Aves
345,Anthus furcatus,Anthus furcatus,Aves
346,Anthus godlewskii,Anthus godlewskii,Aves
347,Anthus gustavi,Anthus gustavi,Aves
348,Anthus hellmayri,Anthus hellmayri,Aves
349,Anthus hodgsoni,Anthus hodgsoni,Aves
350,Anthus leucophrys,Anthus leucophrys,Aves
351,Anthus lineiventris,Anthus lineiventris,Aves
352,Anthus lutescens,Anthus chii,Aves
353,Anthus nattereri,Anthus nattereri,Aves
354,Anthus novaeseelandiae,Anthus novaeseelandiae,Aves
355,Anthus peruvianus,Anthus peruvianus,Aves
356,Anthus petrosus,Anthus petrosus,Aves
357,Anthus pratensis,Anthus pratensis,Aves
358,Anthus richardi,Anthus richardi,Aves
359,Anthus roseatus,Anthus roseatus,Aves
360,Anthus rubescens,Anthus rubescens,Aves
361,Anthus rufulus,Anthus rufulus,Aves
362,Anthus similis,Anthus similis,Aves
363,Anthus spinoletta,Anthus spinoletta,Aves
364,Anthus spragueii,Anthus spragueii,Aves
365,Anthus sylvanus,Anthus sylvanus,Aves
366,Anthus trivialis,Anthus trivialis,Aves
367,Antigone antigone,Antigone antigone,Aves
368,Antigone canadensis,Antigone canadensis,Aves
369,Antigone rubicunda,Antigone rubicunda,Aves
370,Antigone vipio,Antigone vipio,Aves
371,Antilophia bokermanni,Chiroxiphia bokermanni,Aves
372,Antilophia galeata,Chiroxiphia galeata,Aves
373,Antrostomus arizonae,Antrostomus arizonae,Aves
374,Antrostomus badius,Antrostomus badius,Aves
375,Antrostomus carolinensis,Antrostomus carolinensis,Aves
376,Antrostomus noctitherus,Antrostomus noctitherus,Aves
377,Antrostomus ridgwayi,Antrostomus ridgwayi,Aves
378,Antrostomus rufus,Antrostomus rufus,Aves
379,Antrostomus salvini,Antrostomus salvini,Aves
380,Antrostomus saturatus,Antrostomus saturatus,Aves
381,Antrostomus sericocaudatus,Antrostomus sericocaudatus,Aves
382,Antrostomus vociferus,Antrostomus vociferus,Aves
383,Anumbius annumbi,Anumbius annumbi,Aves
384,Anurolimnas castaneiceps,Anurolimnas castaneiceps,Aves
385,Anurolimnas fasciatus,Rufirallus fasciatus,Aves
386,Anurolimnas viridis,Rufirallus viridis,Aves
387,Apalis alticola,Apalis alticola,Aves
388,Apalis chapini,Apalis chapini,Aves
389,Apalis cinerea,Apalis cinerea,Aves
390,Apalis flavida,Apalis flavida,Aves
391,Apalis jacksoni,Apalis jacksoni,Aves
392,Apalis melanocephala,Apalis melanocephala,Aves
393,Apalis personata,Apalis personata,Aves
394,Apalis porphyrolaema,Apalis porphyrolaema,Aves
395,Apalis ruddi,Apalis ruddi,Aves
396,Apalis rufogularis,Apalis rufogularis,Aves
397,Apalis sharpii,Apalis sharpii,Aves
398,Apalis thoracica,Apalis thoracica,Aves
399,Apaloderma narina,Apaloderma narina,Aves
400,Apaloderma vittatum,Apaloderma vittatum,Aves
401,Aphanotriccus audax,Aphanotriccus audax,Aves
402,Aphanotriccus capitalis,Aphanotriccus capitalis,Aves
403,Aphelocephala leucopsis,Aphelocephala leucopsis,Aves
404,Aphelocoma californica,Aphelocoma californica,Aves
405,Aphelocoma coerulescens,Aphelocoma coerulescens,Aves
406,Aphelocoma ultramarina,Aphelocoma ultramarina,Aves
407,Aphelocoma unicolor,Aphelocoma unicolor,Aves
408,Aphelocoma wollweberi,Aphelocoma wollweberi,Aves
409,Aphelocoma woodhouseii,Aphelocoma woodhouseii,Aves
410,Aphrastura spinicauda,Aphrastura spinicauda,Aves
411,Apis mellifera,Apis mellifera,Aves
412,Aplonis atrifusca,Aplonis atrifusca,Aves
413,Aplonis grandis,Aplonis grandis,Aves
414,Aplonis metallica,Aplonis metallica,Aves
415,Aplonis mysolensis,Aplonis mysolensis,Aves
416,Aplonis opaca,Aplonis opaca,Aves
417,Aplonis panayensis,Aplonis panayensis,Aves
418,Aplonis tabuensis,Aplonis tabuensis,Aves
419,Aprosmictus erythropterus,Aprosmictus erythropterus,Aves
420,Aptenodytes patagonicus,Aptenodytes patagonicus,Aves
421,Apteryx mantelli,Apteryx mantelli,Aves
422,Apus affinis,Apus affinis,Aves
423,Apus apus,Apus apus,Aves
424,Apus caffer,Apus caffer,Aves
425,Apus melba,Tachymarptis melba,Aves
426,Apus nipalensis,Apus nipalensis,Aves
427,Apus pacificus,Apus pacificus,Aves
428,Apus pallidus,Apus pallidus,Aves
429,Apus unicolor,Apus unicolor,Aves
430,Aquila adalberti,Aquila adalberti,Aves
431,Aquila chrysaetos,Aquila chrysaetos,Aves
432,Aquila heliaca,Aquila heliaca,Aves
433,Aquila nipalensis,Aquila nipalensis,Aves
434,Ara ambiguus,Ara ambiguus,Aves
435,Ara ararauna,Ara ararauna,Aves
436,Ara chloropterus,Ara chloropterus,Aves
437,Ara glaucogularis,Ara glaucogularis,Aves
438,Ara macao,Ara macao,Aves
439,Ara militaris,Ara militaris,Aves
440,Ara severus,Ara severus,Aves
441,Arachnothera chrysogenys,Arachnothera chrysogenys,Aves
442,Arachnothera crassirostris,Arachnothera crassirostris,Aves
443,Arachnothera flavigaster,Arachnothera flavigaster,Aves
444,Arachnothera longirostra,Arachnothera longirostra,Aves
445,Arachnothera magna,Arachnothera magna,Aves
446,Aramides albiventris,Aramides albiventris,Aves
447,Aramides axillaris,Aramides axillaris,Aves
448,Aramides cajaneus,Aramides cajaneus,Aves
449,Aramides saracura,Aramides saracura,Aves
450,Aramides wolfi,Aramides wolfi,Aves
451,Aramides ypecaha,Aramides ypecaha,Aves
452,Aramus guarauna,Aramus guarauna,Aves
453,Aratinga auricapillus,Aratinga auricapillus,Aves
454,Aratinga jandaya,Aratinga jandaya,Aves
455,Aratinga nenday,Aratinga nenday,Aves
456,Aratinga weddellii,Aratinga weddellii,Aves
457,Arborophila atrogularis,Arborophila atrogularis,Aves
458,Arborophila brunneopectus,Arborophila brunneopectus,Aves
459,Arborophila crudigularis,Arborophila crudigularis,Aves
460,Arborophila hyperythra,Arborophila hyperythra,Aves
461,Arborophila javanica,Arborophila javanica,Aves
462,Arborophila mandellii,Arborophila mandellii,Aves
463,Arborophila rufogularis,Arborophila rufogularis,Aves
464,Arborophila torqueola,Arborophila torqueola,Aves
465,Archilochus alexandri,Archilochus alexandri,Aves
466,Archilochus colubris,Archilochus colubris,Aves
467,Ardea alba,Ardea alba,Aves
468,Ardea cinerea,Ardea cinerea,Aves
469,Ardea cocoi,Ardea cocoi,Aves
470,Ardea herodias,Ardea herodias,Aves
471,Ardea intermedia,Ardea intermedia,Aves
472,Ardea melanocephala,Ardea melanocephala,Aves
473,Ardea purpurea,Ardea purpurea,Aves
474,Ardea sumatrana,Ardea sumatrana,Aves
475,Ardenna bulleri,Ardenna bulleri,Aves
476,Ardenna carneipes,Ardenna carneipes,Aves
477,Ardenna creatopus,Ardenna creatopus,Aves
478,Ardenna grisea,Ardenna grisea,Aves
479,Ardenna pacifica,Ardenna pacifica,Aves
480,Ardenna tenuirostris,Ardenna tenuirostris,Aves
481,Ardeola bacchus,Ardeola bacchus,Aves
482,Ardeola grayii,Ardeola grayii,Aves
483,Ardeola ralloides,Ardeola ralloides,Aves
484,Ardeola speciosa,Ardeola speciosa,Aves
485,Arenaria interpres,Arenaria interpres,Aves
486,Arenaria melanocephala,Arenaria melanocephala,Aves
487,Argusianus argus,Argusianus argus,Aves
488,Argya affinis,Argya affinis,Aves
489,Argya caudata,Argya caudata,Aves
490,Argya earlei,Argya earlei,Aves
491,Argya malcolmi,Argya malcolmi,Aves
492,Argya striata,Argya striata,Aves
493,Argya subrufa,Argya subrufa,Aves
494,Arizelocichla masukuensis,Arizelocichla masukuensis,Aves
495,Arizelocichla milanjensis,Arizelocichla milanjensis,Aves
496,Arizelocichla nigriceps,Arizelocichla nigriceps,Aves
497,Arremon abeillei,Arremon abeillei,Aves
498,Arremon assimilis,Arremon assimilis,Aves
499,Arremon atricapillus,Arremon atricapillus,Aves
500,Arremon aurantiirostris,Arremon aurantiirostris,Aves
501,Arremon basilicus,Arremon basilicus,Aves
502,Arremon brunneinucha,Arremon brunneinucha,Aves
503,Arremon castaneiceps,Arremon castaneiceps,Aves
504,Arremon costaricensis,Arremon costaricensis,Aves
505,Arremon crassirostris,Arremon crassirostris,Aves
506,Arremon flavirostris,Arremon flavirostris,Aves
507,Arremon franciscanus,Arremon franciscanus,Aves
508,Arremon perijanus,Arremon perijanus,Aves
509,Arremon schlegeli,Arremon schlegeli,Aves
510,Arremon semitorquatus,Arremon semitorquatus,Aves
511,Arremon taciturnus,Arremon taciturnus,Aves
512,Arremon torquatus,Arremon torquatus,Aves
513,Arremon virenticeps,Arremon virenticeps,Aves
514,Arremonops chloronotus,Arremonops chloronotus,Aves
515,Arremonops conirostris,Arremonops conirostris,Aves
516,Arremonops rufivirgatus,Arremonops rufivirgatus,Aves
517,Arremonops tocuyensis,Arremonops tocuyensis,Aves
518,Arses telescopthalmus,Arses telescopthalmus,Aves
519,Artamus cinereus,Artamus cinereus,Aves
520,Artamus cyanopterus,Artamus cyanopterus,Aves
521,Artamus fuscus,Artamus fuscus,Aves
522,Artamus leucorynchus,Artamus leucorynchus,Aves
523,Artamus personatus,Artamus personatus,Aves
524,Artamus superciliosus,Artamus superciliosus,Aves
525,Artemisiospiza belli,Artemisiospiza belli,Aves
526,Artemisiospiza nevadensis,Artemisiospiza nevadensis,Aves
527,Artisornis metopias,Artisornis metopias,Aves
